X	Y

18279,265281368971040	69033,815815916619620



18325,817618463486720	69055,507537673984190



18329,506671591730990	69081,608145967402380



18283,481342086965020	69098,538270265838940



18287,697402804958980	69145,801533932302840



18293,670155488784080	68986,250938837634750



12873,004993506747270	70180,172441150469240



13247,510507214548850	69423,811901605644380



12911,202437059906520	69105,416133262071520



12899,531042190792500	69124,638878559257140



12851,397682327029540	69160,262681770545900



13149,234198429976460	68649,992171378064080



13165,044426122454750	68668,509494829471800



13140,450738600822660	68667,804072983708460



13067,548022018845590	68613,361332908476470



13054,899839864863680	68607,541602680896180



13153,801597541136290	68588,671568306599510



13444,161566085642340	68641,879820151720200



13288,617099214989140	69229,166569684020940



13609,466280070319040	70350,179105980583700



13405,085776549569350	70209,623803211288760



13372,938313574866700	70206,449404905331900



13328,142668446180320	70260,943242490917330



13766,064762120473460	70039,315524968653340



13794,698841163513860	69999,811901605644380



13791,185457231853430	70323,020364918513220



13807,874030907245470	70320,904099381208660



14007,862804513419180	69973,586035361149700



13935,234198429976460	69907,100026397500180



14219,094406700909530	69387,004707674626840



14473,639072549789490	69051,098651137930580



15249,098920754804570	69633,623803211288760



15181,114941677153180	69677,183602187462380



15212,559727865524110	69935,493255689667420



15322,078865231413150	69049,687807446403900



15645,738753232073580	69048,982385600626000



15565,106592000440290	69454,321396435116180



15684,912984070098900	69702,226077712228290



15619,739712137778040	69907,805448243278080



15989,073591250038590	68501,904681277126660



15936,899839864863680	68540,350171871483320



16419,617578667839550	68926,113726485898950



16472,318337642765980	68901,423961884021990



16509,033199728626640	68993,834223679645220



16714,994726018627260	69214,000000000000000



16706,562604582639320	69225,463104993730660



17001,588413540255720	69070,145040973671710



17133,768877265360060	69172,783919532928850



17223,184498326147150	69590,291457206913040



17204,036555898594090	69893,520655866464950



17473,941669744832320	70072,470351719763130



17282,560686771230390	69548,847923768043980
