X	Y

11749,421300673971930	59814,826344638444420



11750,299387118457160	59743,570739292314100



11505,685498719274620	59594,113720449597160



11721,498151739326200	59651,953281945294300



11851,630562812109930	59643,479991092390260



11583,835192278504110	60140,280675571666500



13923,395376944303280	60179,822699551885300



13904,779944321206130	60172,408570055595190



14143,247227608988400	60192,294849605998020



13910,048462988121170	59957,107020210110930



13921,287969477538350	59801,295033227717800



14027,866668803566430	59739,863674544169040



13961,307716311548580	59761,046901676425480



13988,879630668399840	59698,732908529033010



14137,803091653177040	59620,178441246906000



14107,421300673971930	59640,479033915326000



13969,737346178611920	59550,158524150167070



13848,055560007429450	59357,099362793553160



14265,631482935759780	59089,545852688497690



14280,910187069812310	59235,119279890299360



14311,643212626811870	59270,248131551292320



14351,508337206463690	59337,857931481747080



14198,215439033794610	59353,921878723711420



14226,995679378389470	59447,419872558712080



14170,292290099148890	59462,601185336825440



14264,402161913480090	59503,378897566428350



14225,941975645006100	59569,929536140269190



14282,666359958782780	59678,961896538923610



14312,872533649091560	59738,804513187555130



14297,593829515040850	59744,806427541698220



14368,191979651692240	59767,401869816101680



14175,209574188269470	60235,543938334354600



14147,110807964725610	60211,889334703337220



14121,997535652433730	60298,740565945590790



14317,262965871519560	60703,747266185084300



14329,907410672114560	60703,217685506773700



14366,435806762719950	60695,450502224950470



14289,691051514668290	60726,342708459495040



14260,187346979948420	60682,387512160057670



14072,824694761235150	60898,042115791075050



14078,971299872635430	60937,407612878523650



14050,872533649091560	60870,856974304682810



14224,712654622726400	60741,524021237608400



14202,254636678429960	60869,974339840831820



14309,711422448943270	59366,984868788604220



14307,955249559970980	59348,449545047878930



14330,083027961010880	59074,364539910377060



14471,981797389902570	59206,583182594222310



14349,225312450800630	59199,698633776242780



14432,994759254737800	59282,605014045111600



14386,807412274789380	59316,321650563950240



14388,563585163759850	59375,105105855967850



14378,729016985520500	59391,169053097932190



14370,299387118457160	59385,696719422099700



14428,779944321206130	59486,785369646153420



14346,064201250652330	59456,599270982689630



14320,072842493875210	59505,320693386885980



14319,194756049388160	59481,136509077558000



14405,422844897886540	59567,281632748738050



14458,986118011514920	59595,525935591751480



14471,279328234315470	59541,508706404492840



14467,942599745269040	59707,735780060240360



14432,994759254737800	59696,261532030272060



14470,401241789828420	59765,989654673954640



14437,736426054960250	59815,002871531207340



14460,039821744898290	59806,176526892770200



14417,891672409583410	59752,926664609061840



14385,753708541406010	59754,691933536749280



14399,627474364280720	59781,700548130378600



14380,485189874490970	59804,119463512019140



14369,948152540662700	59824,711850633495480



14448,449080677686650	59887,908478244731670



14429,658030765691360	60567,706291192800560



14383,821918363537410	60669,147995202394670



14400,681178097664090	60939,702462484521680



14513,757717112885080	60745,407612878523650



14521,133643246565040	60678,856974304682810



14554,500928137022130	60548,817913666534880



14484,956481733754120	60502,214813975566360



14553,095989825846120	60288,148952379466210



14522,362964268846550	60177,527849945887280



14519,026235779800120	60198,649817745674220



14524,119137157817020	60169,407612878523650



14548,881174892314450	60079,025843780887960



14541,154014180840020	59860,546809865561960



14533,251236180469280	59778,523064060544130



14499,005864845525140	59378,106063033039390



14556,608335603788870	59173,572653646457180



14651,441671608246910	59070,657475162232000



14605,605559206091130	59082,661303870510890



14621,762349784628900	59104,727165466611040



14609,995991428520940	59117,260574853200520



14590,678089649834870	59128,911349775939020



14635,284881029709140	59410,057430624197880



14650,387967874863530	59444,595442274410740



14581,019138760491840	59543,097448439410080



14664,437350986634560	59626,003828708278890



14645,646301074641090	59626,180355601049080



14612,630250761976640	59625,827301815508690



14638,445992229857440	59741,275889686316080



14589,800003205349640	59774,639472419628880



14574,170064493502650	59694,849316888117760



14621,762349784628900	60113,801641656347780



14597,702781205720380	60128,629900648928020



14615,264510095434160	60156,874203491941440



14681,120993431863100	60148,753966424570540



14633,353090851840530	60103,563081875756320



14587,516978449686580	60158,815999312391800



14592,083027961010880	60190,176526892770200



14653,373461786115510	60192,647903391531140



14641,255868852211280	60203,592570743196120



14691,131178899000590	60171,172881806211080



14633,353090851840530	60229,895077765751920



14629,138275918308860	60213,654603631024660



14663,383647253251180	60278,616500169948260



14627,382103029336580	60400,005743062421970



14607,186114806165280	60403,359754025026630



14583,653398093949360	60359,995397736376620



14640,553399696622360	60360,348451521909740



14634,582411874120220	60344,990611851026190



14582,424077071669670	60536,990611851026190



14695,170376543634120	60539,461988349787140



14675,852474764948060	60524,633729357206900



14681,120993431863100	60563,822699551885300



14626,504016584851340	60605,245260020077700



14573,291978049017420	60581,767183281830510



14683,404018187526160	60623,957110653573180



14625,625930140366110	60673,914221307153640



14644,241362763463260	60696,333136688794180



14572,940743471222960	60682,034458374517270



14556,257101025994420	60687,683318943119960



14591,907410672114560	60664,558295990405900



14619,479325028965830	60659,792069885646920



14568,901545826589430	60751,233000339896540



14615,088892806537840	60805,188970194678400



14598,756484939103760	60745,937193556834240



14481,268518666915040	60963,119279890299360



14656,710190275160130	60970,356882493819280



14785,065433424433650	60543,345579990702390



14743,970987822502140	60546,876117846077250



14752,400617689565480	60426,131723192207580



14784,187346979948420	60448,374111681077920



14797,007409069439740	60405,478076738254460



14729,766982456372720	60423,660346693439350



14765,571914356851270	60491,623200409434500



14714,839512900114640	60320,100319970617420



14689,199388721131980	60299,446673516671580



14681,472228009657560	60293,268232269758300



14807,017594536577240	60376,412398763874080



14766,976852668029100	60198,296763960133830



14691,306796187896910	60090,323564918093320



14732,401241789828420	60053,782498114946060



14728,362044145194890	60032,246217197149240



14793,495063291496990	60024,655560808088920



14780,148149335314880	60052,899863651102350



14800,870989425176960	60079,202370673658150



14798,236730091719440	60067,022015072609060



14776,811420846268450	60037,188970194678400



14585,760805560714290	60047,780583760810260



14603,322534450428060	60043,720465227124800



14718,176241389161080	59981,644258304979300



14775,055247957297980	59938,748223362155840



14750,468827511696870	60000,824430284301340



14784,187346979948420	59993,118506334947600



14778,743211024137050	59855,780583760810260



14786,997223602302260	59693,613628638740920



14797,007409069439740	59711,619371701155620



14801,924693158560330	59605,764495372342940



14590,326855072040420	59514,853145596396640



14669,530252364651460	59135,972425486696010



14889,206485740440260	58989,339836928280420



14897,636115607503600	59007,698633776242780



14871,117904984033880	59007,522106883472590



14870,064201250652330	58972,922835900782960



14897,284881029709140	58918,376026035213720



14877,615744673228620	58904,430401506477210



14881,303707740069510	58880,069690304379040



14865,849386317120660	58866,124065775642520



14927,491054720017930	59029,941022265113140



14885,342905384703040	59334,503920519142410



14807,368829114371690	59401,407612878523650



14889,382103029336580	59542,744394653869680



14819,135187470479650	59622,296763960133830



14820,540125781657480	59637,125022952714060



14863,917596139252060	59623,002871531207340



14885,869757251393820	59699,968596778417120



14825,633027159674380	59710,560210344541700



14907,646301074641090	59714,267275092686760



14872,522843295211720	59858,428487152341400



14861,283336805794530	59866,725251112475240



14850,570682183068130	59848,189927371749940



14820,364508492759340	59869,020100718465980



14870,064201250652330	59903,795898593925820



14822,296298670627950	59973,347494344838200



14916,427165519497070	59918,624157586506040



14902,553399696622360	60143,634686534278440



14864,093213428148370	60132,513492289843270



14890,611424051618090	60111,859845835890160



14884,464818940217810	60424,896034942823460



14915,022227208321060	60386,236645426448380



14838,277471960269400	60394,356882493819280



14824,403706137394690	60504,862717367097500



14904,309572585594650	60541,227257277474560



15100,277471960269400	60531,871331960726820



14972,449080677686650	60407,949453237015400



15030,206173690308790	60388,531495032446400



15003,512345777942760	60228,482862623604890



14952,955561610102450	60008,062032887821260



14972,624697966582970	59927,803556010483590



14942,418524276274180	59915,976254194974900



14931,530252364651460	59909,268232269758300



15080,608335603788870	59944,926664609061840



15069,368829114371690	59906,267275092686760



15074,286113203492280	59871,314950324464000



14965,951240988491920	59840,422744089919440



14903,782720718903880	59875,375068858149460



14984,391056322692750	59603,293118873581990



15069,895680981062470	59546,098405616481620



15010,010185467137490	59519,619371701155620



15086,754940715189150	59079,130766015136030



14951,726240587822760	58912,021057895537520



15066,558952492017850	59048,944667351664980



15014,927469556258080	59159,627029117720660



15004,039197644633530	59246,240474134734540



14971,044142366508820	59294,432315860620290



15050,402161913480090	59335,563081875756320



15151,030868451543940	59428,708021925216600



15143,303707740069510	59432,062032887821260



15114,502472360936740	59513,970511132552930



15186,329943519869630	59521,914221307153640



15151,557720318234720	59583,875160669005710



15150,504016584851340	59689,553510105055460



15114,151237783142280	59922,684276120191500



15153,138275918308860	59962,049773207640100



15129,605559206091130	60083,615542992876720



15076,217903381360880	60045,132680369271840



15120,122225605646240	60164,994440559305080



15062,344137558486180	60256,727165466611040



15181,588276719645360	60257,786326823224960



15177,022227208321060	60291,502963342070870



15146,289201651319670	60435,664175401718240



15154,191979651692240	60481,561167521613240



15191,247227608988400	60498,154695441880900



15188,788585564429010	60515,630857825999560



15011,941975645006100	60556,232043162825000



14967,883031166360520	60449,609799930454760



14961,385191477165790	60452,963810893066700



15211,970067698852290	60616,719508050053260



15383,351546627925930	60580,884548817986800



15260,616056723360090	60462,143209317044240



15232,341673210919910	60398,240474134734540



15375,097534049760720	60383,588742034917230



15330,841977247680920	60405,301549845484260



15283,776543823245450	60362,996354913440880



15326,627162314149240	60251,431358683548750



15332,773767425549520	60239,251003082499660



15308,187346979948420	60217,361668379169720



15348,754940715189150	60199,355925316747740



15283,600926534349130	60106,210985267287470



15294,137963868177390	60082,909435421803210



15357,008953293354350	59960,284504279945400



15256,928093656521010	59632,888377526265680



15301,162655424062900	59306,259617676128980



15331,193211825473550	59223,176710514489970



15269,375926133679970	59160,686190474327300



15513,835192278504110	59302,022972249680600



15461,852474764948060	59225,118506334947600



15418,299387118457160	59407,586054125429660



15521,562352989978540	59320,911349775939020



15449,734881831045640	59539,037329905724620



15500,488278322320180	59482,019143541401720



15529,795370533605820	59584,934322025619620



15366,843521471593700	59573,813127781184450



15492,761117610845760	59717,091705376988100



15513,132723122915200	59726,800684479276240



15414,260189473823630	59838,657475162232000



15367,194756049388160	59832,302507022555800



15418,299387118457160	59827,536280917796830



15505,405562411440770	59785,407612878523650



15417,596917962868250	60197,061075710749720



15474,496919565543070	60428,073519012665200



15491,356179299669750	60414,834002055002200



15509,971611922766900	60419,776755052524100



15524,196612323434240	60426,484776977740700



15500,488278322320180	60457,376983212285270



15506,459266144824140	60706,924750254918760



15556,313581157073710	60710,631815003063820



15534,361420044931950	60670,030629666238380



15571,767902580022560	60618,837830763281090



15574,929013780170860	60571,766409726478740



15619,008953293354350	60518,455288110300900



15573,524075468994850	60532,753966424570540



15555,435494712588480	60427,720465227124800



15553,679321823618010	60103,563081875756320



15638,678089649834870	60105,857931481747080



15588,627162314149240	60098,973382663767550



15603,730249159303640	59371,927621786133380



15613,037965470852210	59333,974339840831820



15568,606791379874270	59312,614585815805180



15703,832103830674900	59036,472517297559540



15636,570682183068130	59034,883775262635020



15720,340128987005300	58989,339836928280420



15775,483957700709650	59429,943710174593440



15704,358955697365670	59482,548724219705040



15686,270374940961120	59529,681404588976880



15790,917284089120580	60182,117549157876060



15769,161735300411240	60167,289290165295820



15677,313893207205180	60372,352280230188620



15733,335808365394770	60700,922835900782960



15677,489510496103320	60730,579353885943420



15704,007721119571220	60772,178441246906000



15753,180562010771610	60780,475205207039840



15704,358955697365670	60709,219599860916780



15710,154326230971490	60722,282589925809590



15575,807100224657920	60733,580311063014960



15790,741666800222450	60803,776755052524100



15824,811420846268450	60766,706107571073520



15925,791361962126760	60456,494348748441560



15887,506792982549090	60383,412215142147040



15890,843521471593700	60364,938150733898510



15847,466051114000950	60200,415086673361660



15766,176241389161080	60214,360711202098180



15773,025315656148450	60200,591613566131860



15853,437038936503090	60147,518278175193700



15916,132411072783720	59450,420829735783620



15981,988894409212660	59455,010528947772400



15823,933334401783210	59246,063947241964340



15976,369141164503160	59342,094576908202720



15889,438583160417690	58954,387512160057670



15921,225312450800630	58994,988697496883100



15823,933334401783210	58947,502963342070870



16040,469451611959810	58990,752052070434730



16048,175617288896320	58943,089791022852300



16024,137043744525730	58927,908478244731670



16069,776543823245450	58894,721422404196340



16101,036421246937610	59301,669918464140210



16068,722840089862080	59282,428487152341400



16125,974076270331350	59333,268232269758300



15943,879942718531310	59315,085962314573410



16127,379014581509180	59362,924750254918760



16121,056792181210770	59409,527849945887280



16075,396297067954950	59353,921878723711420



16007,453401299297180	59398,936236379762700



16009,912043343858390	59374,575525177664530



15991,647845298553880	59378,635643711349980



16082,596605912736780	59998,353053785540400



15950,377782407726040	60209,947538882879600



15992,701549031937250	60435,134594723414920



15994,633339209805850	60400,711850633495480



16095,065433424433650	60439,018186364330180



16112,275927736354790	60466,379854743492620



16135,984261737468840	60476,441887631321150



16134,579323426291010	60521,279718394602240



16020,449080677686650	60613,895077765751920



16112,451545025251110	60668,088833845780760



16115,612656225399400	60680,975297017903360



16082,947840490531240	60775,355925316747740



16003,941055521354430	60793,714722164702840



15983,569450009286810	60906,162352858445960



15926,845065695508310	60821,605971222175860



16007,102166721502730	60931,758752309920960



16112,802779603045560	60966,296763960133830



16209,392288496474070	60555,349408698981280



16217,470683785742950	60529,223428569195680



16261,726240587822760	60473,617457347019810



16241,003400497960680	60462,319736209814440



16258,038277520983680	60209,594485097339200



16235,383647253251180	60224,599270982689630



16213,607103430005740	60201,297721137205370



16228,358955697365670	60183,882818085570760



16160,570682183068130	60140,280675571666500



16241,003400497960680	60068,610757107526300



16228,007721119571220	60040,189927371749940



16241,354635075755140	59843,070647481450580



16252,769758854068640	59815,002871531207340



16186,562040939845250	59354,981040080325330



16043,630562812109930	59352,509663581564380



16162,502472360936740	59310,496263102584640



16025,190747477909100	59021,114677626668710



16400,091669204233770	59878,729079820754120



16383,759261336799680	59891,792069885646920



16320,712654622726400	59862,665132578789780



16381,300619292240300	59935,217685506773700



16347,933334401783210	59916,329307980515300



16363,914507691422840	59910,327393626372220



16393,945064092833490	60137,985825965675760



16323,171296667285790	60149,283547102881130



16346,177161512810930	60207,652689276881580



16280,166055922023590	60185,824613906028390



16353,728704935389030	60367,939107910970050



16353,201853068696440	60453,140337785836890



16163,731793383218250	60916,930493317340740



16471,567905785370380	60577,883591640915260



16468,406794585222090	60473,617457347019810



16503,705869653549600	60322,218642683845240



16424,678089649834870	60269,966682424274040



16429,244139161161000	60213,125022952714060



16453,830559606758470	60183,529764300030360



16491,061424852956410	60145,929536140269190



16441,361732095061600	60168,524978414679940



16424,326855072038600	59859,134594723414920



16494,925005208689980	59650,011486124836660



16418,707101827330920	59491,375068858149460



16534,263277921651020	59530,917092838360980



16606,596605912738600	59634,477119561182920



16610,284568979575850	59768,990611851026190



16558,147229211663220	59711,266317915622500



16554,459266144822320	59804,295990404789340



16666,306484137767260	59909,797812948068900



16549,893216633496200	60075,318779032742900



16554,283648855926000	60108,329307980515300



16608,177161512812740	60148,753966424570540



16538,653710144080830	60128,629900648928020



16734,270374940959300	59944,926664609061840



16839,619753244707680	59873,080219252151440



16834,702469155588920	59763,165224389653300



16693,000312050131470	59676,843573825703060



16675,614200449315830	59687,435187391827640



16905,125002003343980	59745,159481327231340



17010,670992630526600	59780,817913666534880



17135,338272712961040	60385,707064748145060



17166,246915558858740	60412,715679341774380



17230,522843295209900	60413,068733127314770



17285,491054720016110	60422,601185336825440



17175,905866448199960	60259,728122643682580



17183,457409870778060	59730,331222334651100



17199,789817738212150	59776,934322025619620



17257,567905785370380	59724,858888658818620



17206,287657427405060	59617,530537855374860



17148,685186669143150	59585,640429596693140



17293,920684587079450	59848,189927371749940



17234,562040939847060	59834,067775950243230



17211,204941516527470	59816,591613566131860



17433,515434225770150	59580,697676599171240



17450,199076671000510	59580,697676599171240



17404,011729691050280	59482,725251112475240



17379,776543823245450	59454,127894483928680



17477,244139161161000	59652,306335730834690



17464,424077071667850	59664,486691331883780



17479,527163916824060	59697,144166494115780



17536,251548230600750	59669,959025007716260



17300,418524276276000	59789,644258304979300



17349,942599745270850	59712,502006164999330



17341,688587167103830	59534,447630693735840



17355,737970278874860	60271,555424459198550



17400,499383913109340	60362,113720449597160



17351,698772634241320	60397,004785885350430



17365,727160711474430	60439,371240149863300



17445,457409870778060	59645,774840698388290



11032,965747077239940	60094,736737237311900



11074,039197644633530	60331,044987322289670



11356,762037734497430	59649,128851660992950



12066,389512098778140	60315,157566973095520



12001,235497917938120	60301,211942444359010



12238,122225605646240	60760,765452549414480



12600,750932143708270	59544,333136688794180



12627,269142767177980	60611,600228159761180



12683,621297468622290	60490,034458374517270



12817,441671608246910	59388,168095920860650



12662,020370934274980	59399,642343950836220



12917,522531245080240	59182,222471392124140



12814,631794985891250	59507,262489207343600



12973,544446403268010	60230,777712229595640



12953,348458180096710	60254,785369646153420



12835,003400497960680	60136,397083930758520



13118,253092454515350	60811,367411441584410



13030,795682583737290	60184,941979442177400



13459,611112001486620	60385,354010962604660



13590,445992229857440	60612,835916409138010



13762,354323025623670	60424,542981157283060



13819,781176494989270	60419,247174374220780



13864,387967874863530	60402,477119561182920



13727,055247957297980	59625,121194244435180



13947,279328234315470	59384,461031172715600



13987,825926935016470	59659,367411441584410



13858,592597341257720	60165,700548130378600



14032,432718314890740	59945,279718394602240



13856,660807163389110	60216,832087700859120



14197,161735300411240	60752,645215482043570



14074,405250361309300	59682,492434394305740



14046,482101426663580	59620,884548817986800



14148,515746275903440	59546,627986294784930



14328,678089649834870	60761,824613906028390



14424,565129387674460	59660,073519012665200



14728,362044145194890	59702,969553955488660



14937,852474764948060	59696,791112708575380



14978,068833922394330	59958,342708459495040



15014,927469556258080	59930,981040080325330



15011,590741067211640	59919,153738264816640



14922,925005208691800	59878,376026035213720



15128,727472761605900	59859,664175401718240



15274,820062089491330	60243,840702294488440



15441,832103830674900	60230,777712229595640



15430,065745474566940	60238,721422404196340



15372,287657427405060	60072,141294962901160



15615,847842093206060	59438,063947241964340



15607,066977648348260	60580,354968139676200



15710,329943519869630	60401,417958204569000



15833,416668002228110	59550,864631721240580



16265,062969076869200	59303,258660499057440



16211,675313252137130	59307,142252139972700



16398,335496315263300	60346,226300100403020



13751,992902980691720	59883,848359711046220



14479,512345777942760	60557,644258304979300
